pl_name,hostname,pl_orbper,pl_rade,pl_bmassj,pl_eqt,pl_insol,st_rad,st_teff,st_lum,sy_dist,pl_dens
Kepler-33 b,Kepler-33,5.66815436,1.54,,1336.0,752.7,1.694,5900.0,,1209.16,
Kepler-1846 b,Kepler-1846,14.8200454,0.99,,556.0,22.67,0.741,4832.0,,374.615,
Kepler-24 b,Kepler-24,8.14511872,3.11,,993.0,229.68,1.088,6038.0,,1156.81,
Kepler-277 c,Kepler-277,33.006,3.36,0.125,,,1.692,,,976.643,
Kepler-1542 c,Kepler-1542,2.89223021,0.83,,1417.0,951.8,1.19,5731.0,,399.114,
Kepler-11 e,Kepler-11,31.99552485,4.12,,582.0,27.17,1.046,5657.0,,646.346,
Kepler-553 c,Kepler-553,328.240201,10.99,,224.0,0.59,0.854,5234.0,,728.525,
Kepler-621 b,Kepler-621,2.628113746,2.3,,,,0.68,4521.0,,,
Kepler-65 b,Kepler-65,2.1549156,1.409,,,,1.5092,6149.0,0.4674,303.728,
Kepler-1008 b,Kepler-1008,12.43931193,1.206,,,33.1,0.737,5045.0,,282.565,
Kepler-480 b,Kepler-480,4.919583795,2.43,,1264.0,603.54,1.168,6495.0,,847.508,
Kepler-1779 b,Kepler-1779,16.34356447,2.5,,646.0,41.06,0.821,5637.0,,908.501,
Kepler-1211 b,Kepler-1211,11.01816836,2.69,,840.0,117.97,0.969,6075.0,,1826.53,
Kepler-1189 b,Kepler-1189,3.788753,1.23,,1242.0,,1.1,5817.0,,782.852,
Kepler-1222 b,Kepler-1222,1.916944254,0.79,,,,0.8,5239.0,,415.218,
Kepler-707 b,Kepler-707,2.237492751,1.35,,1129.0,384.08,0.755,5228.0,,591.776,
WASP-172 b,WASP-172,5.477433,17.59813,0.47,1740.0,,1.91,6900.0,,538.11,0.16
Kepler-1600 c,Kepler-1600,7.2981458,1.74,,,84.7,0.826,5090.0,,1030.81,
Kepler-146 c,Kepler-146,76.7324556,3.08,,473.0,11.86,1.155,5951.0,,716.797,
Kepler-116 c,Kepler-116,13.071489,1.85,,912.0,163.73,1.173,6484.0,,955.168,
Kepler-193 b,Kepler-193,11.38839971,2.44,,917.0,167.32,1.137,6343.0,,1009.1,
Kepler-943 b,Kepler-943,49.7701438,5.36,,457.0,10.3,0.822,5782.0,,2300.53,
Kepler-917 b,Kepler-917,2.970414375,1.85,,999.0,235.08,0.751,5079.0,,3460.51,
Kepler-1901 b,Kepler-1901,3.48412534,1.39,,1223.0,529.66,0.975,6018.0,,1028.37,
Kepler-255 c,Kepler-255,9.94603603,3.01,,768.0,82.15,0.887,5569.0,,1052.53,
Kepler-352 c,Kepler-352,16.332995,1.24,,,,0.781,5212.0,,252.733,
Kepler-447 b,Kepler-447,7.794302043,16.51,,882.0,142.82,0.982,5494.0,,268.041,
Kepler-176 b,Kepler-176,5.433132902,1.61,,841.0,118.56,0.826,4963.0,,527.321,
HAT-P-37 b,HAT-P-37,2.797436,13.204202,1.2,,,0.877,5500.0,,390.594,0.91
Kepler-1713 b,Kepler-1713,18.01167665,1.75,,893.0,150.48,1.447,6463.0,,295.293,
Kepler-620 b,Kepler-620,12.91375431,2.74,,849.0,122.66,0.997,6253.0,,1355.28,
K2-34 b,K2-34,2.99561,11.99363,1.11,,,1.22,6132.0,,348.646,
Kepler-1129 c,Kepler-1129,76.5369586,2.75,,471.0,11.62,1.025,6240.0,,1183.88,
Kepler-1264 b,Kepler-1264,0.968526023,0.99,,1823.0,2609.51,0.867,5854.0,,801.993,
EPIC 212587672 b,EPIC 212587672,15.28078,1.26,,756.0,,0.98,6004.0,,320.07,
Kepler-576 b,Kepler-576,29.9111886,2.9,,541.0,20.31,0.969,5275.0,,617.55,
Kepler-65 c,Kepler-65,5.859938722,2.55,,1236.0,552.06,1.424,6169.0,,303.728,
Kepler-121 b,Kepler-121,3.177422,2.34,,,,0.701,5311.0,,510.523,
Kepler-1885 b,Kepler-1885,2.522590567,25.82,,1205.0,499.07,0.86,5591.0,,818.482,
Kepler-305 c,Kepler-305,8.291,3.35,0.014,,,0.803,,,868.477,
Kepler-281 b,Kepler-281,14.646008,2.82,,,,0.899,5723.0,,1745.45,
Kepler-700 b,Kepler-700,80.8720639,4.73,,376.0,4.74,0.764,5665.0,,1491.76,
Kepler-186 c,Kepler-186,7.26730117,1.28,,,,0.49,3871.0,,177.594,
Kepler-393 b,Kepler-393,9.18247194,1.51,,1228.0,537.32,1.604,6735.0,,881.404,
Kepler-220 b,Kepler-220,4.159821,0.81,,789.0,,0.655,4689.0,,171.109,
Kepler-431 d,Kepler-431,11.9216214,1.22,,1109.0,357.45,1.682,6293.0,,486.546,
Kepler-619 b,Kepler-619,5.404272197,2.69,,1073.0,312.93,0.964,6122.0,,900.678,
Kepler-1981 b,Kepler-1981,453.54212,9.23,,390.0,5.45,3.006,5874.0,,659.395,
Kepler-1230 b,Kepler-1230,9.95661537,2.85,,946.0,189.48,1.115,6165.0,,1364.22,
Kepler-295 b,Kepler-295,12.645164,1.22,,,,0.898,5603.0,,1699.19,
Kepler-1561 b,Kepler-1561,1.005207007,0.89,,1683.0,1896.29,0.864,5717.0,,839.076,
Kepler-1008 b,Kepler-1008,12.43931193,2.83,,927.0,174.46,1.726,5108.0,,282.565,
Kepler-116 b,Kepler-116,5.968724048,3.26,,1251.0,579.9,1.439,6122.0,,955.168,
Kepler-289 c,Kepler-289,125.8723,11.23,0.49,,,1.0,5990.0,0.061,704.438,0.66
Kepler-1923 b,Kepler-1923,52.607947,1.13,,437.0,8.63,0.767,5751.0,,990.838,
Kepler-723 b,Kepler-723,4.082274889,10.55,,1016.0,251.48,0.794,5655.0,,1071.8,
Kepler-1883 b,Kepler-1883,103.427002,3.25107395,,,,1.024,6208.0,,1377.61,
Kepler-267 d,Kepler-267,28.46462622,2.01,,303.0,2.01,0.47,3807.0,,264.993,
Kepler-771 b,Kepler-771,8.73485836,1.67,,890.0,148.62,0.96,5982.0,,1393.85,
Kepler-85 d,Kepler-85,17.9134215,1.39,,626.0,36.38,0.873,5435.0,,765.025,
Kepler-769 c,Kepler-769,15.9868932,1.62,,803.0,98.51,1.176,6049.0,,1169.57,
Kepler-200 b,Kepler-200,8.59479202,2.92,,1046.0,283.03,1.277,6053.0,,665.912,
Kepler-418 b,Kepler-418,86.67856052,9.83,,434.0,8.41,1.081,5822.0,,1002.53,
Kepler-156 b,Kepler-156,4.973451411,2.51,,853.0,124.98,0.769,5075.0,,443.483,
Kepler-340 b,Kepler-340,14.8444163,4.61,,1672.0,1846.81,3.177,8241.0,,808.762,
Kepler-1149 b,Kepler-1149,3.73090026,1.48,,1128.0,383.51,0.95,5709.0,,1217.73,
HD 149026 b,HD 149026,2.8758911,6.83749,0.356,1626.0,,1.29,6147.0,,75.8643,2.0881
Kepler-225 b,Kepler-225,6.73893995,1.92,,,,0.63,4255.0,,561.101,
Kepler-897 b,Kepler-897,8.0472642,1.95,,854.0,125.53,0.847,5835.0,,1519.25,
Kepler-142 d,Kepler-142,41.8087668,1.43,,587.0,27.98,1.243,5726.0,,548.686,
Kepler-1684 b,Kepler-1684,47.7052566,2.89,,347.0,3.42,0.672,4551.0,,621.996,
Kepler-1981 b,Kepler-1981,453.543999,3.71,,270.0,1.26,1.179,6109.0,,659.395,
Kepler-1549 b,Kepler-1549,214.886545,2.71,,266.0,1.18,0.876,5375.0,,803.052,
Kepler-1950 b,Kepler-1950,10.7770462,1.06,,753.0,75.83,0.852,5455.0,,697.253,
Kepler-100 b,Kepler-100,6.88706037,1.344,0.01713162,,,,,,304.645,12.357908
Kepler-625 c,Kepler-625,4.1653651,1.18,,1202.0,493.74,1.072,6077.0,,760.708,
Kepler-515 b,Kepler-515,19.96367208,1.5,,564.0,23.88,0.79,5250.0,,,
Kepler-275 b,Kepler-275,10.30065512,2.25,,1021.0,257.24,1.283,6535.0,,2034.25,
Kepler-1812 b,Kepler-1812,7.165219784,2.3249424,,,,1.103,6174.0,,1409.19,
Kepler-1080 b,Kepler-1080,77.2557,3.63,,473.0,,1.132,6096.0,,1382.82,
Kepler-317 b,Kepler-317,5.524,2.08,0.345,,,0.936,,,940.584,
Kepler-17 b,Kepler-17,1.485710952,14.8,,1561.0,1404.81,1.018,5624.0,,720.753,
Kepler-790 b,Kepler-790,13.73469807,2.18,,,,0.8,5208.0,,703.168,
WASP-77 A b,WASP-77 A,1.4,13.5,1.8,1650.0,,,5500.0,,105.166,1.3
TOI-125 c,TOI-125,9.15059,2.759,0.02086021,827.8,77.59,0.848,5320.0,-0.28483,111.059,1.73
Kepler-92 d,Kepler-92,49.35899,1.84,,608.0,,1.53,5883.0,,477.992,
Kepler-1435 b,Kepler-1435,4.45343281,0.94,,1427.0,980.87,1.339,6664.0,,704.211,
Kepler-10 c,Kepler-10,45.294301,2.355,0.03552231,579.0,,1.065,5708.0,,185.506,4.75
Kepler-153 b,Kepler-153,18.87021566,2.87,,621.0,35.13,0.865,5402.0,,459.368,
Kepler-446 c,Kepler-446,3.03621679,2.1,,583.0,27.4,0.461,3485.0,,96.339,
Kepler-1191 b,Kepler-1191,5.60014851,1.52,,893.0,150.09,0.815,5477.0,,955.536,
TOI-1064 b,TOI-1064,6.4438657474,2.46034403,,712.28,60.8313,0.737189,4803.0,,68.0726,
Kepler-921 b,Kepler-921,51.3011844,2.07,,492.0,13.86,0.929,6032.0,,934.49,
TOI-669 b,TOI-669,3.94515,2.6,0.03083425,1235.0,388.2,0.99,5600.0,,142.867,3.0
Kepler-193 c,Kepler-193,50.6984448,2.85,,558.0,22.86,1.137,6343.0,,1009.1,
Kepler-79 c,Kepler-79,27.4023,3.553,0.02989019,,,1.283,,,1020.72,
TOI-2084 b,TOI-2084,6.0784247,2.47,,527.0,12.8,0.475,3551.0,-1.49214,114.549,
Kepler-245 d,Kepler-245,36.277108,3.03,,,,0.795,5100.0,,861.527,
Kepler-1521 b,Kepler-1521,47.1484324,2.58,,391.0,5.5,0.734,4975.0,,206.983,
Kepler-1076 b,Kepler-1076,6.14727918,0.81,,770.0,83.12,0.746,4996.0,,,
Kepler-249 d,Kepler-249,15.37,1.41,,,,,,,190.401,
Kepler-951 b,Kepler-951,71.52530845,6.21,,346.0,3.39,0.815,4850.0,,382.509,
Kepler-106 b,Kepler-106,6.16491696,0.86,,,,,,,444.322,
Kepler-165 c,Kepler-165,15.31297659,2.24,,605.0,31.71,0.755,5208.0,,560.885,
TOI-1347 c,TOI-1347,4.841962,1.6,0.02013665,1000.0,,0.83,5464.0,-0.25964,147.476,4.1
Kepler-712 b,Kepler-712,21.02247699,3.209,,,15.5,0.737,4927.0,,872.493,
Kepler-1904 b,Kepler-1904,4.577026,1.53,,606.0,,0.513,4068.0,,270.854,
Kepler-328 b,Kepler-328,34.9176592,3.33,,600.0,30.56,1.064,6167.0,,2213.19,
Kepler-1014 b,Kepler-1014,16.57110363,2.21,,619.0,34.67,0.788,5484.0,,624.8,
Kepler-280 c,Kepler-280,4.807099588,1.84,,1004.0,239.83,0.856,5741.0,,780.361,
Kepler-229 c,Kepler-229,16.06862959,5.27,,571.0,25.07,0.742,5126.0,,826.265,
K2-272 b,K2-272,14.4536756,3.13,,747.0,,0.83,5397.0,,423.065,
Kepler-57 b,Kepler-57,5.729328624,3.11,,,,0.84,5390.0,,644.14,
Kepler-271 d,Kepler-271,5.24972541,0.71,,978.0,216.24,0.895,5516.0,,404.542,
Kepler-884 b,Kepler-884,5.699215,1.46,,1098.0,,1.06,6069.0,,476.733,
Kepler-399 d,Kepler-399,58.03438,2.8,,420.0,,0.82,5613.0,,740.537,
Kepler-1081 b,Kepler-1081,3.856874,2.0,,1372.0,,1.55,5413.0,,420.215,
Kepler-257 b,Kepler-257,2.382652169,2.22,,,,0.81,5209.0,,780.256,
Kepler-174 c,Kepler-174,44.0004287,1.46,,346.0,3.38,0.595,4590.0,,384.757,
Kepler-548 b,Kepler-548,4.454194254,11.76,,1017.0,252.22,0.915,5359.0,,751.776,
TOI-813 b,TOI-813,83.891,6.72538842,,,,1.94,5907.0,,263.145,
Kepler-1129 b,Kepler-1129,24.3398202,5.09,,737.0,69.79,1.466,5596.0,,1183.88,
Kepler-119 c,Kepler-119,4.12512093,0.9,,1017.0,252.62,0.832,5588.0,,701.996,
Kepler-622 b,Kepler-622,14.28,2.1,,,,,,,284.761,
K2-380 b,K2-380,9.40172,1.96,,,,1.13,,,249.303,
Kepler-1437 b,Kepler-1437,10.92944,1.52,,767.0,,0.87,5789.0,,2101.69,
Kepler-104 b,Kepler-104,11.428,3.13,0.062,,,1.361,,,400.785,
Kepler-288 d,Kepler-288,56.6344,2.87,,492.0,,1.15,5661.0,,1194.15,
Kepler-975 b,Kepler-975,1.970342457,3.35,,1598.0,1540.07,1.667,4883.0,,426.088,
Kepler-655 b,Kepler-655,46.4063358,2.61,,,27.7,1.194,6145.0,,752.562,
Kepler-940 b,Kepler-940,59.6225257,3.34,,,,0.96,5769.0,,1260.78,
Kepler-921 b,Kepler-921,51.3002,2.7,,494.0,,0.94,6034.0,,934.49,
Kepler-20 e,Kepler-20,6.09853672,0.82,,927.0,174.3,0.925,5465.0,,282.563,
TOI-5799 b,TOI-5799,4.16454481954,1.98813928,,487.3,13.3265,0.343358,3521.0,,27.8123,
Kepler-1791 b,Kepler-1791,7.72084349,1.96,,1077.0,317.66,1.168,6218.0,,602.218,
Kepler-244 b,Kepler-244,4.311802,2.7,,983.0,,0.81,5553.0,,1036.49,
Kepler-417 b,Kepler-417,12.331,2.31,0.035,,,0.806,,,973.989,
Kepler-362 b,Kepler-362,10.32738017,1.0,,,,0.83,5528.0,,1090.51,
Kepler-423 b,Kepler-423,2.684328485,12.43,,1291.0,655.98,0.908,5970.0,,758.753,
Kepler-1464 c,Kepler-1464,5.32786292,1.0,,,,1.01,5828.0,,1151.73,
Kepler-1392 b,Kepler-1392,15.1410397,1.96,,,,0.85,5479.0,,,
Kepler-1799 b,Kepler-1799,11.92976844,2.67,,770.0,83.04,0.921,5831.0,,2254.69,
Kepler-565 b,Kepler-565,4.243748097,3.16,,1063.0,301.46,0.843,5873.0,,,
Kepler-1380 b,Kepler-1380,10.3108245,1.34,,786.0,90.1,0.893,5708.0,,2462.94,
Kepler-1987 b,Kepler-1987,2.34587,1.09,,945.0,,0.67,4601.0,,595.683,
Kepler-430 b,Kepler-430,35.9682344,2.06,,616.0,34.05,1.238,5831.0,,917.477,
Kepler-1808 b,Kepler-1808,23.34036251,2.21,,601.0,30.94,0.892,5530.0,,1022.01,
Kepler-286 e,Kepler-286,29.221289,1.77,,,,0.863,5580.0,,1226.85,
Kepler-104 b,Kepler-104,11.427550984,2.35,,852.0,124.31,1.005,5979.0,,400.785,
Kepler-882 b,Kepler-882,3.989539666,1.23,,,,0.87,5476.0,,504.605,
Kepler-782 b,Kepler-782,158.6853308,3.73,,390.0,5.47,1.186,6126.0,,446.844,
TOI-2567 b,TOI-2567,5.9839451,10.70165915,,1278.94,632.2915,1.71761,5609.0,,504.775,
TOI-2969 b,TOI-2969,1.8237146,12.32987877,1.16,1186.0,382.0,0.7,4738.0,-0.58503,163.996,1.1
K2-91 b,K2-91,1.419604,1.22,,,56.1,0.32067,3488.9,,62.5785,
TOI-3353.01,TOI-3353,4.6657965,2.6667555,,1264.36,313.0426,1.0207,6365.0,,78.7577,
Kepler-590 b,Kepler-590,5.85296257,3.51,,1056.0,293.93,1.013,6050.0,,1421.81,
Kepler-149 c,Kepler-149,55.3291399,1.67,,436.0,8.55,0.94,5376.0,,571.034,
HIP 9618 c,HIP 9618,52.5636,3.34,0.02485618,503.0,10.7,0.95,5550.0,,67.5478,1.2
Kepler-527 b,Kepler-527,13.28535633,2.18,,893.0,150.5,1.104,6513.0,,750.04,
Kepler-1317 b,Kepler-1317,0.568874427,1.51,,1801.0,2484.47,0.79,5216.0,,728.303,
Kepler-249 c,Kepler-249,7.114,1.27,,,8.74,0.41,3587.0,,190.401,
Kepler-1635 b,Kepler-1635,469.61309,3.24,,200.0,0.37,0.763,5474.0,,1069.45,
Kepler-220 d,Kepler-220,28.1224655,0.97,,,,0.64,4591.0,,171.109,
Kepler-1871 b,Kepler-1871,1.952710064,1.97,,1403.0,917.15,0.946,5741.0,,854.623,
Kepler-1511 b,Kepler-1511,23.2382792,2.28,,903.0,157.09,1.685,6602.0,,1475.6,
TOI-1269 b,TOI-1269,4.2529913,2.40144286,0.02013665,1004.9,,0.8521,5499.0,-0.21968,172.138,2.53
Kepler-1258 b,Kepler-1258,0.984938,0.95,,1856.0,,0.96,6069.0,,717.555,
Kepler-1485 b,Kepler-1485,19.9157725,1.42,,726.0,65.52,1.09,6053.0,,615.66,
Kepler-393 c,Kepler-393,14.6134251,1.4,,1052.0,289.17,1.604,6735.0,,881.404,
Kepler-220 c,Kepler-220,9.034190783,1.8,,586.0,27.87,0.639,4499.0,,171.109,
Kepler-31 b,Kepler-31,20.86021267,5.28,,781.0,87.82,1.163,6505.0,,1664.64,
Kepler-103 b,Kepler-103,15.965349,2.94,,805.0,,1.21,5975.0,,494.832,
LTT 1445 A b,LTT 1445 A,5.35877595248,1.44541541,,403.74,6.2796,0.275953,3562.0,,6.86929,
Kepler-704 b,Kepler-704,3.76182115,2.59,,1120.0,372.62,0.949,5653.0,,1228.83,
HATS-12 b,HATS-12,3.142702,7.76,,1446.0,,1.17,6357.0,,746.138,
Kepler-321 c,Kepler-321,13.093922,2.34,,739.0,,0.909,5692.0,,384.542,
Kepler-1431 b,Kepler-1431,5.8660127,1.45,,1064.0,302.77,1.04,6020.0,,1623.24,
Kepler-416 c,Kepler-416,12.20945351,2.352,,,86.8,0.995,5718.0,,690.819,
Kepler-334 c,Kepler-334,12.75802811,1.374,,,91.3,0.999,5866.0,,426.59,
Kepler-279 b,Kepler-279,12.309717,2.6,,996.0,,1.27,6779.0,,1037.4,
Kepler-1697 b,Kepler-1697,33.4976313,2.13,,630.0,37.3,1.688,4928.0,,247.771,
Kepler-208 c,Kepler-208,7.46662197,1.49,,1134.0,390.31,1.328,6220.0,,775.328,
Kepler-406 c,Kepler-406,4.62333557,0.834,,,,,,,364.03,
HD 260655 c,HD 260655,5.7060868,1.89602,,593.0,20.536,0.47,3807.0,,10.0055,
Kepler-115 c,Kepler-115,8.99088871,2.429,,,201.7,1.13,6000.0,,623.609,
Kepler-1850 b,Kepler-1850,1.385785956,0.54,,989.0,225.95,0.587,4189.0,,250.199,
Kepler-732 b,Kepler-732,9.467839,2.58,,450.0,,0.496,3834.0,,174.826,
Kepler-82 e,Kepler-82,5.902246921,2.55,,970.0,209.32,0.928,5739.0,,904.326,
Kepler-1151 b,Kepler-1151,65.6478424,2.49,,456.0,10.24,0.96,5788.0,,682.436,
Kepler-1437 b,Kepler-1437,10.9295461,1.32,,773.0,84.19,0.871,5796.0,,2101.69,
Kepler-81 c,Kepler-81,12.03991407,2.35,,,,0.65,4385.0,,348.291,
Kepler-1388 d,Kepler-1388,20.9568158,2.86,,,,0.61,4098.0,,453.795,
Kepler-865 b,Kepler-865,14.16399294,2.42,,694.0,54.95,0.885,5440.0,,586.137,
Kepler-165 c,Kepler-165,15.31297659,2.24,,605.0,31.71,0.755,5208.0,,560.885,
Kepler-1966 b,Kepler-1966,8.617429733,1.10479327,,,,0.84,5009.0,,484.601,
Kepler-1893 b,Kepler-1893,4.17938195,1.6,,1198.0,486.31,1.155,5632.0,,1050.72,
Kepler-510 b,Kepler-510,19.55663,3.9,,995.0,,2.1,6090.0,,386.177,
VHS J125601.92-125723.9 b,VHS J125601.92-125723.9,5800000.0,13.67495645,16.0,1194.0,,,,,,
Kepler-476 b,Kepler-476,14.006406,2.54,,752.0,,0.96,5817.0,,813.535,
OGLE-TR-113 b,OGLE-TR-113,1.4328254862,18.22384181,,1222.82,528.4147,0.817544,4588.0,,566.459,
CoRoT-1 b,CoRoT-1,1.5089635,20.5944,,2036.0,2852.63,1.29,5950.0,,787.909,
Kepler-883 b,Kepler-883,12.98495573,1.53,,834.0,114.39,0.945,6212.0,,627.455,
Kepler-1854 b,Kepler-1854,39.8313153,1.28,,401.0,6.14,0.647,5106.0,,423.348,
Kepler-392 c,Kepler-392,10.42312041,1.13,,,,1.14,6001.0,,681.428,
Kepler-139 c,Kepler-139,157.072878,3.38,,,,1.3,5594.0,,391.038,
Kepler-359 b,Kepler-359,25.563222,3.53,,,,1.086,6248.0,,1443.21,
Kepler-672 b,Kepler-672,38.3774623,2.5,,,,0.92,5627.0,,1033.93,
Kepler-203 b,Kepler-203,3.162691238,2.517,,,615.9,1.029,5887.0,,703.302,
TOI-2193 A b,TOI-2193 A,2.1225735,19.83989584,0.94,1763.0,1600.0,1.248,5966.0,0.25018,337.064,0.06
Kepler-531 b,Kepler-531,29.88485741,2.77,,453.0,9.95,0.749,4883.0,,252.762,
Kepler-1538 b,Kepler-1538,175.13892,3.06,,346.0,3.39,1.241,5497.0,,1125.3,
Kepler-444 e,Kepler-444,7.74347614,86.5,,,,0.798764,5058.0,-0.42455,36.4396,
HAT-P-17 b,HAT-P-17,10.338505,11.8729,,903.0,110.512,0.84,5336.96,,92.3831,
Kepler-605 c,Kepler-605,2.358951515,0.86,,,,0.88,5462.0,,556.58,
TOI-1777.01,TOI-1777,14.650111974,2.246,,,71.34,0.98,5859.0,,79.7665,
Kepler-1485 b,Kepler-1485,19.9157725,1.42,,726.0,65.52,1.09,6053.0,,615.66,
Kepler-819 b,Kepler-819,33.1995648,2.56,,468.0,11.37,0.76,5307.0,,664.306,
TOI-1749 d,TOI-1749,9.0497,2.52,0.04719528,533.0,,0.55,3985.0,,99.5561,
Kepler-1551 b,Kepler-1551,24.4973698,2.56,,714.0,61.53,1.144,6362.0,,1463.72,
Kepler-813 b,Kepler-813,19.12947337,2.14,,,,0.93,5743.0,,,
Kepler-647 b,Kepler-647,16.22547,1.39,,832.0,,1.18,6277.0,,1087.87,
Kepler-756 b,Kepler-756,1.224866441,1.54,,1741.0,2174.33,1.107,5553.0,,,
Kepler-990 c,Kepler-990,0.538354308,1.31,,2233.0,5882.38,0.926,5953.0,,802.163,
Kepler-1907 c,Kepler-1907,14.86398,1.59,,608.0,,0.78,5142.0,,292.111,
TOI-4145 A b,TOI-4145 A,4.0664446,12.1827,,856.0,89.3911,0.86,5421.0,,205.387,
Kepler-1029 b,Kepler-1029,4.417696479,1.2,,852.0,124.59,0.724,4911.0,,366.656,
CoRoT-7 b,CoRoT-7,0.8535,1.528,0.01905431,,,,5250.0,,159.906,9.355
Kepler-99 b,Kepler-99,4.60358,1.48,0.019,,,0.73,4782.0,,208.369,10.9
Kepler-45 b,Kepler-45,2.45524062,11.03,,730.0,67.18,0.552,3820.0,,381.949,
XO-5 b,XO-5,4.187732,12.89035,1.15,1244.0,,1.11,5510.0,,276.211,1.02
Kepler-1990 b,Kepler-1990,1.735136026,3.76,,1664.0,1813.88,1.231,5731.0,,392.739,
WASP-26 b,WASP-26,2.7566,13.56289,0.85,,,1.22,6034.0,,252.759,
Kepler-142 d,Kepler-142,41.80925,1.58,,559.0,,1.14,5744.0,,548.686,
Kepler-573 b,Kepler-573,22.18329658,2.06,,583.0,27.32,0.742,5843.0,,771.471,
Kepler-205 b,Kepler-205,2.7556281,1.49,,795.0,,0.562,4303.0,,159.72,
K2-232 b,K2-232,11.1684037,12.77,,1171.0,312.155,1.22,5981.0,,130.72,
Kepler-336 d,Kepler-336,20.67879355,1.66,,651.0,42.43,0.865,6029.0,,768.86,
Kepler-1764 b,Kepler-1764,70.4680266,3.57,,514.0,16.48,1.142,6458.0,,1542.48,
K2-131 b,K2-131,0.369311,1.76156914,,,,0.765322,5113.0,,152.509,
Kepler-1499 b,Kepler-1499,44.2008,1.19,,409.0,6.59,0.753,5002.0,,309.869,
Kepler-134 b,Kepler-134,5.317440164,1.94,,1105.0,351.52,1.054,5923.0,,334.797,
Kepler-11 e,Kepler-11,31.995467,4.18,,583.0,,1.06,5685.0,,646.346,
Kepler-1686 b,Kepler-1686,9.30989826,1.16,,913.0,164.38,1.101,5806.0,,729.823,
Kepler-962 b,Kepler-962,12.05707239,1.59,,652.0,42.6,0.696,5408.0,,411.486,
Kepler-1279 b,Kepler-1279,23.4774101,1.44,,738.0,70.05,1.121,6384.0,,1494.22,
HAT-P-46 b,HAT-P-46,4.463129,14.392,0.493,1458.0,,1.396,6120.0,0.391,290.736,0.28
Kepler-288 c,Kepler-288,19.30577159,3.03,,728.0,66.23,1.068,5918.0,,1194.15,
Kepler-164 c,Kepler-164,10.94577783,2.84,,881.0,142.23,1.097,5888.0,,890.758,
Kepler-825 c,Kepler-825,8.1818246,1.71,,981.0,218.9,0.969,6224.0,,807.85,
KOI-1599.01,KOI-1599,20.4074846,2.9,,660.0,44.8,0.972,5823.0,,1131.64,
TIC 393818343 b,TIC 393818343,16.24921,12.18416202,4.34,805.5,2.28,1.086,5756.0,0.06744,93.7345,4.22
Kepler-1700 b,Kepler-1700,234.244257,3.14,,335.0,2.99,1.167,6299.0,,717.597,
Kepler-513 b,Kepler-513,28.86235584,2.274,,,36.0,1.079,5748.0,,468.258,
Kepler-1847 b,Kepler-1847,11.12968583,2.13,,843.0,119.44,0.964,6122.0,,1693.86,
Kepler-832 b,Kepler-832,7.1396941,2.33,,965.0,205.23,0.993,6014.0,,1688.12,
Kepler-233 c,Kepler-233,60.41916,2.4,,381.0,,0.751,5331.0,,856.417,
Kepler-81 c,Kepler-81,12.03987488,2.18,,502.0,15.06,0.633,4261.0,,348.291,
Kepler-327 b,Kepler-327,2.549559,1.2,,744.0,,0.523,4042.0,,241.987,
Kepler-48 b,Kepler-48,4.7779803,2.14,0.06638802,,,0.89,5190.0,,306.738,
Kepler-416 d,Kepler-416,3.076452083,1.68,,1343.0,770.12,1.075,5977.0,,690.819,
Kepler-1570 b,Kepler-1570,26.548955,2.57,,836.0,115.61,2.154,5456.0,,918.995,
Kepler-517 b,Kepler-517,60.92832271,2.67,,,,0.98,5690.0,,289.907,
K2-384 c,K2-384,4.19525,1.05,,,,0.257,,,82.6603,
Kepler-924 b,Kepler-924,61.0370117,3.07,,,,1.23,6167.0,,1053.04,
Kepler-1926 b,Kepler-1926,42.8774169,2.67,,451.0,9.8,0.832,5256.0,,667.405,
K2-18 b,K2-18,32.94112,2.461,0.02265373,281.0,1.48,0.468,3449.0,,38.0266,2.28
Kepler-1009 b,Kepler-1009,11.35011917,2.17,,,,0.57,4027.0,,355.019,
Kepler-254 d,Kepler-254,18.74656,2.89,,674.0,,0.92,5956.0,,1389.48,
K2-32 b,K2-32,8.9919156,4.79,,,,0.72,4686.0,,157.682,
Kepler-29 c,Kepler-29,13.2907,2.9,0.3,,,0.96,5750.0,,832.532,
Kepler-322 b,Kepler-322,1.653893465,0.937,,,710.9,0.805,5414.0,,400.48,
Kepler-1725 b,Kepler-1725,16.71979,2.73,,782.0,,1.129,6129.0,,558.652,
Kepler-529 d,Kepler-529,35.86286,1.78,,601.0,,1.04,6278.0,,799.008,
Kepler-949 b,Kepler-949,8.689298,2.9,,729.0,,0.79,5145.0,,486.105,
Kepler-684 b,Kepler-684,6.770302008,2.66,,813.0,103.21,0.677,5666.0,,1731.27,
Kepler-693 b,Kepler-693,15.37563332,10.45,,576.0,26.08,0.744,4985.0,,1151.51,
Kepler-1553 b,Kepler-1553,4.24261881,1.11,,939.0,183.5,0.78,5328.0,,692.594,
Kepler-266 b,Kepler-266,6.61834191,2.51,,990.0,226.65,1.019,5888.0,,1370.79,
Kepler-1181 c,Kepler-1181,8.93490815,1.57,,1111.0,360.0,1.319,6680.0,,938.417,
Kepler-17 b,Kepler-17,1.485710952,14.8,,1561.0,1404.81,1.018,5624.0,,720.753,
Kepler-322 c,Kepler-322,4.337224039,1.59,,1016.0,251.75,0.827,5496.0,,400.48,
