time,flux,flux_err
1346.1884949647429,6582.2856,11.2871065
1346.1898838518528,6559.45,11.2796955
1346.1912727389922,6578.1113,11.285501
1346.1926616261035,6568.373,11.272044
1346.1940505132432,6561.595,11.274605
1346.1954394003537,6584.1357,11.27927
1346.1968282874932,6568.4165,11.279198
1346.1982171746038,6564.8525,11.276216
1346.199606061744,6568.251,11.278422
1346.2009949488545,6585.391,11.281252
1346.2023838359642,6585.622,11.282477
1346.2037727231045,6575.1865,11.287648
1346.2051616102158,6573.72,11.282941
1346.2065504973261,6565.8223,11.273382
1346.207939384466,6563.871,11.271859
1346.2093282715764,6557.468,11.274116
1346.2107171586877,6564.027,11.274352
1346.212106045827,6574.8027,11.274449
1346.213494932937,6585.0347,11.275923
1346.2148838200483,6574.9487,11.272363
1346.2162727071884,6545.986,11.269048
1346.217661594298,6559.703,11.273545
1346.2190504814089,6557.9927,11.269442
1346.22043936852,6572.715,11.29858
1346.2218282556305,6572.7227,11.276585
1346.2232171427409,6569.843,11.274653
1346.2246060298805,6579.9736,11.282467
1346.225994916991,6573.718,11.27359
1346.2273838041024,6564.722,11.270268
1346.2287726912127,6567.743,11.278374
1346.230161578323,6572.34,11.270983
1346.2315504654343,6564.2783,11.279013
1346.2329393525447,6583.5806,11.277178
1346.2343282396555,6569.5693,11.269965
1346.2357171267658,6571.4463,11.268852
1346.2371060138762,6566.471,11.2699
1346.2384949009875,6579.4897,11.272986
1346.239883788098,6577.8496,11.275568
1346.2412726752077,6575.157,11.270892
1346.242661562319,6552.453,11.257458
1346.2440504494302,6575.8774,11.281922
1346.2454393365401,6571.9106,11.2773485
1346.2468282236505,6579.2217,11.267421
1346.2482171107617,6581.1895,11.2692
1346.249605997872,6562.88,11.268848
1346.2509948849827,6578.2354,11.264291
1346.2523837720641,6588.5024,11.273008
1346.2537726591754,6563.9634,11.257175
1346.2551615462864,6569.3135,11.262272
1346.2565504333961,6584.7075,11.265639
1346.2579393205067,6581.4814,11.269538
1346.2593282075886,6555.1465,11.252129
1346.2607170946994,6562.4434,11.254327
1346.2621059818098,6559.5737,11.250778
1346.2634948689201,6572.8457,11.261632
1346.2648837560018,6562.6104,11.2499485
1346.2662726431129,6555.9976,11.251368
1346.2676615302234,6568.6387,11.2601
1346.269050417304,6579.5156,11.259997
1346.270439304415,6597.9956,11.268809
1346.2718281915263,6570.314,11.258665
1346.273217078607,6565.781,11.263317
1346.2746059657175,6574.827,11.262374
1346.2759948527996,6570.2676,11.265253
1346.2773837399102,6600.8394,11.275784
1346.2787726269917,6553.3057,11.245919
1346.280161514102,6575.3657,11.251343
1346.2815504012133,6576.6504,11.257164
1346.2829392882954,6557.553,11.24447
1346.284328175376,6559.817,11.247695
1346.2857170624866,6564.95,11.247066
1346.2871059495687,6568.5903,11.250271
1346.288494836679,6583.55,11.25359
1346.2898837237603,6569.1963,11.2360735
1346.2912726108711,6546.631,11.22685
1346.2926614979524,6573.7915,11.242964
1346.2940503850346,6572.2373,11.242893
1346.295439272145,6595.982,11.256441
1346.2968281592257,6568.2515,11.239771
1346.2982170463079,6586.476,11.245773
1346.299605933419,6568.8696,11.245938
1346.3009948204995,6555.003,11.2321
1346.3023837075812,6561.8833,11.232366
1346.3037725946922,6567.773,11.237324
1346.3051614817741,6567.0874,11.2427635
